Row.names	ggi	stat1	class	GSE
GSM808124	-0.503759263247577	-0.150809172528714	RCB-II	GSE32603
GSM808125	0.293082168034077	0.14595137442129	RCB-III	GSE32603
GSM808127	0.46786802455804	0.265068443411308	RCB-II	GSE32603
GSM808128	-0.129835284638976	-0.44827323460578	RCB-II	GSE32603
GSM808129	0.439945534772279	0.497513740143757	pCR	GSE32603
GSM808130	0.369658956285622	-0.28420531159544	RCB-III	GSE32603
GSM808131	0.0827186388587724	-0.415267936112769	RCB-III	GSE32603
GSM808132	-0.052834369627591	0.0553448541829407	RCB-II	GSE32603
GSM808133	-0.465483691742766	-0.360857964648923	RCB-II	GSE32603
GSM808134	0.520915863998373	-0.381322525010318	pCR	GSE32603
GSM808135	0.412868590924199	0.00233699672693213	RCB-III	GSE32603
GSM808136	0.322156278618088	0.178549354664462	RCB-II	GSE32603
GSM808137	-0.190338303783979	0.242125750056978	RCB-I	GSE32603
GSM808138	-0.583380555088513	-0.603325899648965	pCR	GSE32603
GSM808139	0.330615075633428	-0.237076355419814	RCB-III	GSE32603
GSM808140	0.084243847799638	0.440370589677447	RCB-III	GSE32603
GSM808141	0.0523197589498235	0.655155406109617	RCB-I	GSE32603
GSM808142	-0.131375120192465	0.0416958157163836	RCB-II	GSE32603
GSM808143	0.457305624684115	-0.209786339679434	RCB-III	GSE32603
GSM808144	0.102913030784786	-0.340272477966938	RCB-II	GSE32603
GSM808145	-0.387097830717191	-0.208794711288446	RCB-III	GSE32603
GSM808146	-0.33886198279876	-0.579481935433289	RCB-III	GSE32603
GSM808147	-0.265256039131383	0.254658171394692	RCB-III	GSE32603
GSM808148	0.551598824493473	0.522611249261002	RCB-I	GSE32603
GSM808149	0.497248595002889	-0.0789313290580642	pCR	GSE32603
GSM808150	-0.0965118975565249	0.179230316060201	RCB-III	GSE32603
GSM808151	0.392235976760962	0.460198010399699	pCR	GSE32603
GSM808152	-0.351032226910778	0.198256769570666	RCB-II	GSE32603
GSM808153	0.0708578452476078	-0.418519814309716	RCB-II	GSE32603
GSM808154	-0.505003085908537	-0.0212699054931584	pCR	GSE32603
GSM808155	-0.316380681311057	-0.389583202114743	RCB-II	GSE32603
GSM808156	-0.319051020023437	-0.355415890160611	pCR	GSE32603
GSM808157	-0.383520336909841	-0.347333871171815	RCB-II	GSE32603
GSM808158	0.277467391647734	-0.593391922435826	RCB-II	GSE32603
GSM808159	-0.145873747113683	0.140969620958074	pCR	GSE32603
GSM808160	0.510634858497565	0.264877710053838	pCR	GSE32603
GSM808161	0.231194129090584	0.10568631133873	RCB-II	GSE32603
GSM808162	0.229140544995431	0.444936312837985	RCB-II	GSE32603
GSM808163	-0.204988396977923	-0.276559697467129	RCB-III	GSE32603
GSM808164	-0.459148234835973	0.448633806337206	pCR	GSE32603
GSM808165	-0.164414078728948	-0.390965535621144	RCB-III	GSE32603
GSM808166	-0.0464149222254884	-0.180891643147962	RCB-II	GSE32603
GSM808167	0.259322393806665	0.147862145490616	pCR	GSE32603
GSM808168	-0.284029379552892	-0.120736432812832	RCB-III	GSE32603
GSM808169	0.508382300813393	0.267964511610711	pCR	GSE32603
GSM808170	0.414867569180825	-0.0627383229260812	pCR	GSE32603
GSM808171	0.508915250243753	-0.155487190829429	RCB-III	GSE32603
GSM808172	0.148955791399588	0.0884974747471635	RCB-II	GSE32603
GSM808173	-0.110328046045276	-0.539214951815514	RCB-II	GSE32603
GSM808174	-0.109988277879002	-0.0705661181647566	RCB-I	GSE32603
GSM808175	0.435634356917905	0.0345606004514065	pCR	GSE32603
GSM808176	-0.000694275715947226	0.245539070728759	pCR	GSE32603
GSM808177	-0.397030753944913	0.226437266273116	RCB-III	GSE32603
GSM808178	0.0786679035802647	0.287096315702968	RCB-III	GSE32603
GSM808179	0.314450571729271	-0.172678751291355	RCB-II	GSE32603
GSM808180	-0.260181104929718	0.488477471131391	pCR	GSE32603
GSM808181	0.424774875862607	-0.360733906897496	pCR	GSE32603
GSM808182	-0.174350307372329	-0.28821028329987	RCB-II	GSE32603
GSM808183	-0.0486465597732716	0.0782729415992017	RCB-II	GSE32603
GSM808184	-0.220863281596584	-0.077930160725422	RCB-I	GSE32603
GSM808185	-0.468705053544757	-0.0162000093549717	RCB-II	GSE32603
GSM808186	0.409239205711481	0.2910916886072	pCR	GSE32603
GSM808188	-0.445969955086517	0.413154882771673	RCB-II	GSE32603
GSM808189	0.382306724868919	0.0811716922874065	pCR	GSE32603
GSM808190	0.293548504668527	0.0404580315167568	RCB-II	GSE32603
GSM808191	0.14912350890988	-0.397546675571414	RCB-I	GSE32603
GSM808193	-0.00639841071357497	-0.259529656222863	RCB-II	GSE32603
GSM808194	-0.247134715664226	-0.539296106384572	RCB-III	GSE32603
GSM808195	0.27712053530882	0.469233364414584	RCB-III	GSE32603
GSM808196	-0.184272822194275	0.229732959416289	pCR	GSE32603
GSM808197	-0.225101926309906	-0.541915393748823	RCB-III	GSE32603
GSM808198	0.353485372552985	-0.368555340262145	RCB-II	GSE32603
GSM808199	-0.291885331544792	-0.0274150360624075	RCB-II	GSE32603
GSM808200	-0.380406456272591	-0.439118912573953	RCB-II	GSE32603
GSM808201	0.143151717211447	0.0226474664226915	pCR	GSE32603
GSM808202	0.237568165571233	-0.354866912524356	RCB-II	GSE32603
GSM808203	-0.100868692194451	-0.287802060287956	RCB-III	GSE32603
GSM808204	-0.35648275161644	0.217520825530287	pCR	GSE32603
GSM808205	-0.188485003373278	-0.535955897825377	RCB-II	GSE32603
GSM808206	0.110239142383282	-0.208912840662776	pCR	GSE32603
GSM808207	-0.0598108171147721	0.54495972396242	RCB-II	GSE32603
GSM808208	0.454082202690329	-0.209023934192319	pCR	GSE32603
GSM808209	-0.182020524752814	-0.0989579572657774	pCR	GSE32603
GSM808210	-0.0756425253566747	0.349168094984028	RCB-II	GSE32603
GSM808211	-0.0401317557548033	-0.355317976801367	pCR	GSE32603
GSM808212	0.255928466812156	-0.422683862001852	pCR	GSE32603
GSM808213	-0.00880226923873664	0.409705147172358	RCB-II	GSE32603
GSM808216	-0.508927295975645	0.0198742830955392	RCB-II	GSE32603
GSM808218	0.243986276826599	0.282543837485951	RCB-II	GSE32603
GSM808219	0.260795178887901	0.320794247862039	pCR	GSE32603
GSM808220	0.225186792552922	0.556270063776114	RCB-II	GSE32603
GSM808221	0.260356453963912	0.260826202467745	RCB-II	GSE32603
GSM808222	0.0533921399342256	0.107456187300658	RCB-II	GSE32603
GSM808223	0.398718905970572	0.517405192112098	RCB-III	GSE32603
GSM808224	0.291240013746469	-0.260756704905239	RCB-II	GSE32603
GSM808225	-0.611321218422551	-0.23250254626586	RCB-I	GSE32603
GSM808226	-0.207379962011734	-0.303839114237673	RCB-II	GSE32603
GSM808227	0.121855801254515	0.589724616508213	pCR	GSE32603
GSM808228	0.134039701719373	0.61882169266851	RCB-II	GSE32603
GSM808229	-0.194576325696248	0.469240426610428	pCR	GSE32603
GSM808230	-0.523525912111277	-0.438085772116597	RCB-II	GSE32603
GSM808231	-0.42952488006463	0.208831263603923	RCB-II	GSE32603
GSM808232	-0.650056664770169	-0.298515567855641	RCB-II	GSE32603
GSM808233	-0.283754080181158	-0.0671419278856907	RCB-II	GSE32603
GSM808235	-0.494596433482796	-0.490282978146516	RCB-III	GSE32603
GSM808236	-0.283358644834879	0.0134556487293857	RCB-III	GSE32603
GSM808237	0.482493177289521	0.376457315988695	RCB-III	GSE32603
GSM808238	-0.240429609791561	-0.206335553785603	RCB-III	GSE32603
GSM808239	-0.00652808151117615	-0.159450019426981	pCR	GSE32603
GSM808240	0.139683285156616	-0.330825613390816	RCB-I	GSE32603
GSM808241	-0.0739075772127112	0.43697773242285	RCB-III	GSE32603
GSM808242	0.215513251519172	-0.0522666076297401	RCB-III	GSE32603
GSM808243	-0.446338871456875	-0.201166318213153	RCB-III	GSE32603
GSM1030085	0.523088248580021	0.179086209485323	RD	GSE41998
GSM1030086	0.364743287899881	0.507531703844008	RD	GSE41998
GSM1030087	0.478205943917229	0.5142589249177	pCR	GSE41998
GSM1030088	0.252289357519998	0.174008980180837	pCR	GSE41998
GSM1030089	0.369853702372237	0.643044172376701	RD	GSE41998
GSM1030090	0.422104996162475	0.407995967663297	RD	GSE41998
GSM1030091	0.232807475783632	-0.151708141129081	RD	GSE41998
GSM1030093	0.378245175840157	-0.0357889885844148	pCR	GSE41998
GSM1030094	0.597537015512123	-0.508826819163718	RD	GSE41998
GSM1030095	0.165570951150337	-0.33395121306338	pCR	GSE41998
GSM1030096	-0.226998076178165	0.0323192449075972	RD	GSE41998
GSM1030097	0.291582287506733	0.507734506990362	pCR	GSE41998
GSM1030098	-0.581186185203426	-0.375739670111868	RD	GSE41998
GSM1030099	-0.707510611443828	-0.511146382330662	RD	GSE41998
GSM1030100	-0.442661133338009	-0.427381745929364	RD	GSE41998
GSM1030101	-0.46730067329242	0.168234108601443	RD	GSE41998
GSM1030102	-0.172997684983747	-0.502021491143426	RD	GSE41998
GSM1030103	-0.327213103568876	-0.5526143705457	RD	GSE41998
GSM1030104	-0.477882534241714	0.440765166602261	RD	GSE41998
GSM1030105	-0.636242760512603	-0.459624687824617	RD	GSE41998
GSM1030106	-0.735247546448356	-0.493569519167878	RD	GSE41998
GSM1030107	-0.642702104533361	-0.284456238175209	RD	GSE41998
GSM1030108	-0.56430152698105	-0.313919060195306	RD	GSE41998
GSM1030109	-0.280497871335735	0.253943959972883	pCR	GSE41998
GSM1030110	-0.531612258423943	-0.170657099832715	RD	GSE41998
GSM1030111	-0.644292245278865	-0.373615568540268	pCR	GSE41998
GSM1030112	-0.474543953403731	-0.256779144399539	RD	GSE41998
GSM1030113	-0.613510432861147	0.271988750649191	RD	GSE41998
GSM1030114	-0.583009355891125	0.238710159311033	pCR	GSE41998
GSM1030115	-0.637456243093625	-0.626776056950522	RD	GSE41998
GSM1030116	-0.55529899875393	0.491982121448062	RD	GSE41998
GSM1030117	-0.598439333560047	-0.459021200514674	RD	GSE41998
GSM1030118	0.134888280444276	0.614719602761056	pCR	GSE41998
GSM1030119	0.475211893588668	-0.67306157742142	RCB-I	GSE41998
GSM1030120	0.164984046595282	-0.517550741855904	RD	GSE41998
GSM1030121	-0.65357305562256	-0.414956801530657	RD	GSE41998
GSM1030123	-0.595149956413786	-0.590650626945593	RD	GSE41998
GSM1030124	-0.125072402917058	-0.598264584118465	RD	GSE41998
GSM1030125	0.355833369535703	-0.504831965006552	RD	GSE41998
GSM1030126	0.353651139319479	0.209595163097459	pCR	GSE41998
GSM1030128	-0.0882828105398433	-0.179993172442089	RCB-I	GSE41998
GSM1030129	0.370022330967806	-0.217160192652098	RD	GSE41998
GSM1030130	0.139047106651719	-0.47545696466901	RD	GSE41998
GSM1030131	-0.16062920155539	-0.0649634626589079	RD	GSE41998
GSM1030132	-0.0930141392578447	0.341910402934655	RD	GSE41998
GSM1030133	-0.325231178962196	-0.410340591547236	RD	GSE41998
GSM1030134	0.249125029410249	0.4157812404224	RD	GSE41998
GSM1030135	0.366413690646185	0.315641857014805	RD	GSE41998
GSM1030136	-0.318066552413135	-0.23311168517683	RD	GSE41998
GSM1030137	-0.534226265150757	-0.177337142777021	RD	GSE41998
GSM1030138	-0.21701868207684	-0.379938959782749	RD	GSE41998
GSM1030139	-0.510973793044995	0.400162217873305	RD	GSE41998
GSM1030140	-0.361505704040063	0.0355415433373321	pCR	GSE41998
GSM1030141	0.604202333531984	-0.121106003481223	RD	GSE41998
GSM1030142	0.0510522142074933	0.304719553802223	RD	GSE41998
GSM1030143	-0.532252397623841	-0.494262212304415	RD	GSE41998
GSM1030144	-0.134299869458703	-0.345119024308841	RCB-I	GSE41998
GSM1030145	-0.357361526645107	-0.31000705984037	RCB-I	GSE41998
GSM1030146	0.530807130519063	0.729557057120522	RCB-I	GSE41998
GSM1030147	0.0202146531743721	-0.663347724064955	RD	GSE41998
GSM1030148	-0.568789341397015	-0.576911256161889	RD	GSE41998
GSM1030149	-0.633203245396674	0.0525102186002551	RD	GSE41998
GSM1030150	-0.442892879897087	-0.579341471455791	RD	GSE41998
GSM1030151	-0.724733399588623	-0.245478649102821	RD	GSE41998
GSM1030152	-0.686745698262054	0.128336512280929	RD	GSE41998
GSM1030153	-0.648655714920069	-0.512455746750015	RD	GSE41998
GSM1030154	-0.699242827280006	-0.395844973137383	RD	GSE41998
GSM1030155	-0.692816599339813	-0.533391464359914	RD	GSE41998
GSM1030156	0.571849430682925	0.513047102455931	pCR	GSE41998
GSM1030157	-0.254324595754084	0.421241717772047	RD	GSE41998
GSM1030158	0.243453342424487	-0.567572358033733	RD	GSE41998
GSM1030159	0.515201028525516	0.538334589197735	RD	GSE41998
GSM1030160	-0.0387826613428936	0.414387778820606	pCR	GSE41998
GSM1030162	0.632888540601006	0.160955987477868	RD	GSE41998
GSM1030163	0.582412194278347	-0.439931995618778	RD	GSE41998
GSM1030164	0.62695594226113	0.625298128460858	RD	GSE41998
GSM1030165	-0.442289469758884	-0.606845110447074	RD	GSE41998
GSM1030167	0.568245554959152	-0.631585410513232	pCR	GSE41998
GSM1030168	-0.202930326555123	0.209786444959046	RD	GSE41998
GSM1030169	0.491974249163873	0.394763113109978	pCR	GSE41998
GSM1030170	-0.0624024285455748	0.702459758385206	RD	GSE41998
GSM1030171	0.542112931182091	-0.451113289019732	RD	GSE41998
GSM1030172	0.514580150296459	0.493105753735771	RCB-I	GSE41998
GSM1030173	0.476732732760654	-0.460159710851828	pCR	GSE41998
GSM1030174	-0.0573900002509665	0.408107051992719	pCR	GSE41998
GSM1030175	0.612732295515169	0.368955704917824	RD	GSE41998
GSM1030176	-0.228065078402547	-0.470341827505289	RD	GSE41998
GSM1030177	0.434768047305405	0.562606762596888	pCR	GSE41998
GSM1030178	0.524449727255518	-0.621509369664421	RD	GSE41998
GSM1030179	0.391577686511772	-0.473071596615337	RD	GSE41998
GSM1030180	0.530090463610877	-0.161842266508068	pCR	GSE41998
GSM1030181	0.487495175945952	0.678864506734787	RD	GSE41998
GSM1030182	0.380759631339167	-0.471761289295835	RD	GSE41998
GSM1030183	0.407787202914119	0.638075358412128	RD	GSE41998
GSM1030185	0.6012942492258	0.277198009023114	pCR	GSE41998
GSM1030186	0.4969403323986	0.614417918477189	pCR	GSE41998
GSM1030187	0.0565417368796609	0.565492679572425	RD	GSE41998
GSM1030188	0.172475389231528	0.605409005686233	pCR	GSE41998
GSM1030189	-0.555063287579544	0.523867031870953	pCR	GSE41998
GSM1030190	0.276764153057155	0.63401053232274	pCR	GSE41998
GSM1030191	0.489367266130389	0.129609856078575	pCR	GSE41998
GSM1030195	-0.219194131873633	-0.102731145291939	RD	GSE41998
GSM1030196	0.216210699343828	0.72387831595506	pCR	GSE41998
GSM1030197	-0.287990843299497	-0.424845988665015	RD	GSE41998
GSM1030199	0.417664386309766	0.443758942327124	RD	GSE41998
GSM1030200	0.450816306254497	0.155939989953862	RD	GSE41998
GSM1030201	0.389889194238806	-0.297561244798944	RD	GSE41998
GSM1030202	0.17956244036389	0.668244022547633	RD	GSE41998
GSM1030203	-0.560553644521945	0.231076840255426	RD	GSE41998
GSM1030204	0.553973914022304	0.616714837541495	pCR	GSE41998
GSM1030205	0.362735064292419	-0.19396056338995	RD	GSE41998
GSM1030206	0.26661560634143	-0.21076797244954	RD	GSE41998
GSM1030207	0.275519611120523	0.77709809290948	pCR	GSE41998
GSM1030208	0.442988931686609	-0.115623873061686	RD	GSE41998
GSM1030209	0.295334842633535	0.564603053011817	RD	GSE41998
GSM1030210	0.490102033521063	0.518952293906258	RD	GSE41998
GSM1030211	0.533291789025611	0.157507759246565	RD	GSE41998
GSM1030212	0.223183279092803	0.603332254058029	pCR	GSE41998
GSM1030213	-0.00536121680271928	0.233633379628583	pCR	GSE41998
GSM1030214	-0.593324579855535	-0.2931779881219	RD	GSE41998
GSM1030215	0.108140417698139	-0.292672725346227	RCB-I	GSE41998
GSM1030216	-0.461677791091827	0.396252275523365	RD	GSE41998
GSM1030217	-0.199360263372531	-0.54913118265216	RD	GSE41998
GSM1030218	-0.739140567954055	-0.00804808802748889	RD	GSE41998
GSM1030219	-0.409235308637512	0.671414634202081	pCR	GSE41998
GSM1030220	0.397807667729641	-0.0940353994377485	RD	GSE41998
GSM1030221	-0.706439207103074	0.481537827734816	pCR	GSE41998
GSM1030223	-0.674396825741545	-0.138325597666523	RCB-I	GSE41998
GSM1030224	-0.698051284270742	-0.607539480773164	pCR	GSE41998
GSM1030225	-0.57333119601029	0.521975057396491	pCR	GSE41998
GSM1030226	-0.743860870625886	-0.237509176866969	pCR	GSE41998
GSM1030227	-0.584644155123036	0.3562385109043	RD	GSE41998
GSM1030228	0.632243515508042	-0.174277556099722	pCR	GSE41998
GSM1030229	0.361129918635081	0.489504454724574	RCB-I	GSE41998
GSM1030230	0.298528375023177	0.402182637998695	RD	GSE41998
GSM1030231	-0.529223644044893	0.471863294257698	RCB-I	GSE41998
GSM1030232	0.452262184096846	-0.33846656838155	RD	GSE41998
GSM1030233	0.0489836499170015	0.510203842918688	RCB-I	GSE41998
GSM1030234	-0.449104062139087	-0.313483149927591	RD	GSE41998
GSM1030235	-0.161547882092614	-0.562393630939219	RD	GSE41998
GSM1030237	-0.155686894563663	-0.657955122242064	RD	GSE41998
GSM1030238	0.473818785742517	0.600497793689164	RD	GSE41998
GSM1030239	0.238133621588886	-0.158087980733614	RD	GSE41998
GSM1030241	-0.72291645891316	-0.298984744785581	RD	GSE41998
GSM1030242	-0.670289347692892	-0.609172432831503	RD	GSE41998
GSM1030243	-0.759728314942769	-0.0193826532396307	RD	GSE41998
GSM1030244	-0.339360099230436	0.138474255528961	RD	GSE41998
GSM1030245	-0.347177550513655	-0.630243254956281	RD	GSE41998
GSM1030246	-0.563550209175848	-0.592570256592654	pCR	GSE41998
GSM1030247	-0.644938583769622	0.495371647190032	RD	GSE41998
GSM1030248	-0.17085499110969	0.605223077851777	RD	GSE41998
GSM1030249	-0.446843857159702	-0.607705292053197	RD	GSE41998
GSM1030250	-0.463417985690877	-0.599625311849793	RD	GSE41998
GSM1030251	-0.321328677721637	-0.682322353718072	RD	GSE41998
GSM1030252	-0.176693988372541	-0.139281729966822	RD	GSE41998
GSM1030253	-0.645813450902434	-0.180924736286285	RD	GSE41998
GSM1030254	-0.638985403966547	-0.30259982198154	RD	GSE41998
GSM1030255	-0.393337369967412	0.174125705963432	RD	GSE41998
GSM1030256	-0.484927317370319	-0.520992411860188	RD	GSE41998
GSM1030257	-0.192346582723953	-0.0422212513256138	RD	GSE41998
GSM1030258	-0.511369207144327	0.428523472416816	RD	GSE41998
GSM1030259	-0.00852607000194183	-0.370343824176796	RD	GSE41998
GSM1030260	0.4614227781752	-0.397697734813376	pCR	GSE41998
GSM1030261	0.207518569024741	-0.705964481050816	RD	GSE41998
GSM1030263	0.472632325233515	0.458697285315598	RD	GSE41998
GSM1030264	0.366513454295374	-0.275520681639481	RD	GSE41998
GSM1030265	0.121164947296763	0.726021582625056	RD	GSE41998
GSM1030266	0.451827247785919	0.265641460331471	RD	GSE41998
GSM1030267	-0.149345827073631	-0.328420011759225	RD	GSE41998
GSM1030268	0.17108248995038	-0.47161809639374	RD	GSE41998
GSM1030269	0.412497574139478	-0.618289155905985	RD	GSE41998
GSM1030270	-0.0993024731436297	0.290122439461141	RCB-I	GSE41998
GSM1030271	0.039664961048318	0.611110544396378	pCR	GSE41998
GSM1030272	0.233190974162251	-0.121440756260243	pCR	GSE41998
GSM1030273	0.0430534973821967	-0.712614043789566	RD	GSE41998
GSM1030274	0.0799624420596187	-0.606140362995351	RD	GSE41998
GSM1030275	0.355809248111709	-0.0115644597485479	RD	GSE41998
GSM1030276	0.368206105297061	-0.618595210592201	RD	GSE41998
GSM1030277	0.346960171901288	-0.532071582769361	RD	GSE41998
GSM1030278	-0.0282398382907874	-0.541071304670413	RD	GSE41998
GSM1030279	-0.375422756756588	-0.556591768624509	RD	GSE41998
GSM1030280	-0.0575845078101045	-0.0897842908205742	RCB-I	GSE41998
GSM1030281	0.484496953217449	-0.323547434519554	RD	GSE41998
GSM1030282	0.35128880922031	0.613315440505666	RD	GSE41998
GSM1030283	-0.479438212011195	-0.146232200494938	RD	GSE41998
GSM1030284	-0.20492764253688	-0.436408953344731	RD	GSE41998
GSM1030285	-0.748800934346292	-0.432578483451412	RD	GSE41998
GSM1030286	-0.52404405980114	-0.448920372879767	RCB-I	GSE41998
GSM1030287	-0.757596962903945	-0.232551791596849	RD	GSE41998
GSM1030289	-0.697352686778598	-0.382263555576931	RD	GSE41998
GSM1030290	-0.646419525836046	0.331646955930527	pCR	GSE41998
GSM1030291	-0.748197504442171	-0.274565945192108	pCR	GSE41998
GSM1030292	0.0362710913926519	0.633045745605715	RD	GSE41998
GSM1030293	0.556847061695578	-0.018947231917692	RD	GSE41998
GSM1030294	0.335122586306163	0.675084867381247	RCB-I	GSE41998
GSM1030295	0.369565705366751	0.58252195328935	RD	GSE41998
GSM1030296	0.285758246937561	0.0358559180857377	RD	GSE41998
GSM1030298	3.95664958508513e-05	-0.122394302080019	RD	GSE41998
GSM1030299	0.5166655012398	0.463174100066128	RCB-I	GSE41998
GSM1030300	0.587177715555034	0.362192990848721	pCR	GSE41998
GSM1030301	0.45428312932399	0.464174473898855	pCR	GSE41998
GSM1030302	0.359430803254383	-0.618547496050449	RD	GSE41998
