Row.names	ggi	stat1	class	GSE
GSM1030303	0.611147242418432	0.513396803291426	pCR	GSE41998
GSM1030304	0.492112082888749	0.488663965531717	pCR	GSE41998
GSM1030305	-0.00465683967707414	-0.247673531594686	pCR	GSE41998
GSM1030306	0.528038569381712	0.0807802143463181	pCR	GSE41998
GSM1030307	0.467576918911571	0.681807162853962	RD	GSE41998
GSM1030308	0.188709883079883	0.668164098267546	RD	GSE41998
GSM1030309	0.373986290240627	0.700235870392054	RD	GSE41998
GSM1030310	0.360558043654418	0.575928681696839	RD	GSE41998
GSM1030311	-0.232928752312944	-0.584897656622073	pCR	GSE41998
GSM1030313	0.433247928126789	-0.616068790248864	RD	GSE41998
GSM1030314	0.0066471636031793	0.66387394969037	pCR	GSE41998
GSM1030315	0.12462611311893	0.461911147698421	pCR	GSE41998
GSM1030316	0.466002899368705	0.602126531694577	RD	GSE41998
GSM1030317	0.282654431329267	0.619443008257765	RD	GSE41998
GSM1030318	0.614677342142389	-0.194517445523495	pCR	GSE41998
GSM1030319	0.195878395102949	-0.63379588990478	pCR	GSE41998
GSM1030320	0.411528165126909	-0.416174389038398	RD	GSE41998
GSM1030321	-0.301380490568754	0.646624733955333	RD	GSE41998
GSM1030322	-0.462823213294443	-0.183800126067813	RD	GSE41998
GSM1030323	0.486425098820266	0.198520523788879	RD	GSE41998
GSM1030324	0.490282562589242	-0.467043671648397	pCR	GSE41998
GSM1030325	0.26251467736053	-0.150354566497017	RD	GSE41998
GSM1030326	0.275568509389396	0.31753546553064	RD	GSE41998
GSM1030327	0.507839678552835	0.47795733417433	RCB-I	GSE41998
GSM1030328	0.508177338953073	-0.588558342737009	RD	GSE41998
GSM1030329	0.60198349655259	0.67503985908633	pCR	GSE41998
GSM1030330	0.444773408247192	-0.26207053831478	RD	GSE41998
GSM1030331	0.59242758403041	0.130840818321999	pCR	GSE41998
GSM1030333	0.567549729455392	0.518599352292317	pCR	GSE41998
GSM1030334	0.514799503694033	-0.152472326990832	RD	GSE41998
GSM1030335	0.514064231814114	0.394654774523729	pCR	GSE41998
GSM1030336	0.486586639860906	0.706314223981949	RD	GSE41998
GSM1030337	0.504791987402082	0.200634454119639	RD	GSE41998
GSM1030338	0.458711947959002	0.263555140059905	pCR	GSE41998
GSM1030340	0.360310964895871	-0.235222447919696	pCR	GSE41998
GSM1030341	0.300761179103729	0.0235882532923606	pCR	GSE41998
GSM1030342	0.421930772091046	0.426027678333078	pCR	GSE41998
GSM1030343	0.585033318349491	-0.0605415809657952	pCR	GSE41998
GSM1030344	0.294597702083742	0.657033706276659	RD	GSE41998
GSM1030345	0.36946139924834	-0.406870142996664	pCR	GSE41998
GSM1030346	0.574186704829966	0.35189356787337	RD	GSE41998
GSM1030347	0.524976255029858	-0.262009673801823	RD	GSE41998
GSM1030349	0.39942152940692	0.168898054748851	RD	GSE41998
GSM1030350	-0.171747954966211	-0.240157580656082	pCR	GSE41998
GSM1030351	0.452553926740544	-0.218244357552481	RD	GSE41998
GSM1030352	-0.276414385413369	-0.309463540019905	pCR	GSE41998
GSM1030353	0.298427633574262	-0.435961353884259	pCR	GSE41998
GSM1030354	-0.624578483692884	-0.517160194511283	RD	GSE41998
GSM1030355	-0.621541951417951	-0.0202869662410572	pCR	GSE41998
GSM1030356	-0.463173778311881	0.0110900671108361	pCR	GSE41998
GSM1030357	-0.711213065089287	-0.00159891221708384	RD	GSE41998
